,t,x_earth,y_earth,x_moon,y_moon,x_geo,y_geo
270,541.4835164835165,-7764202.932631475,-149798922.4020684,-7434382.905497827,-149987651.70477882,-7766066.341335309,-149834874.1434449
271,543.489010989011,-5177420.845456185,-149910621.0826606,-4813174.951380413,-150018902.79233006,-5178663.426459093,-149946599.63172042
272,545.4945054945055,-2589096.1358084045,-149977653.6061274,-2209738.880447414,-149999745.97596353,-2589717.5188810085,-150013648.24299288
273,547.5,-2.7554552980815446e-08,-150000000.0,374352.8158263847,-149934731.55982533,-3.335762067151055e-08,-150036000.0
274,549.5054945054945,2589096.1358082164,-149977653.6061274,2938594.0767305475,-149828485.28076625,2589717.5188808087,-150013648.24299288
275,551.510989010989,5177420.84545613,-149910621.0826606,5483531.430897906,-149685462.67291203,5178663.426459034,-149946599.63172042
276,553.5164835164835,7764202.932631288,-149798922.40206844,8010694.340270513,-149509713.15954664,7766066.341335118,-149834874.14344493
277,555.521978021978,10348671.66064872,-149642590.84518716,10522473.435156565,-149304666.3814709,10351155.341847278,-149678505.06699
278,557.5274725274725,12930056.982092729,-149441672.99130398,13021953.109201062,-149072952.09167597,12933160.195768422,-149477538.9928219
279,559.532967032967,15507589.768255444,-149196228.70427892,15512707.363202214,-148816263.16607583,15511311.589799821,-149232035.79916793
280,561.5384615384615,18080502.03829835,-148906331.11470813,17998569.73545348,-148535268.99356055,18084841.35878754,-148942068.63417566
281,563.5439560439561,20648027.188075226,-148572066.5981345,20483389.530376654,-148229583.83700988,20652982.714600366,-148607723.89411804
282,565.5494505494505,23209400.218542017,-148193534.749312,22970787.28372755,-147897791.84180748,23214970.47459446,-148229101.19765186
283,567.554945054945,25763857.963691335,-147770848.35253108,25463922.443127554,-147537527.36439642,25770041.28960262,-147806313.3561357
284,569.5604395604396,28310639.317937404,-147304133.34801456,27965285.594907295,-147145606.3598099,28317433.87137371,-147339486.3400181
285,571.565934065934,30848985.46289036,-146793528.7943933,30476526.26663971,-146718201.85944757,30856389.21940145,-146828759.24130395
286,573.5714285714286,33378140.093447134,-146239186.82727355,32998325.448258854,-146251054.2322343,33386150.847069554,-146274284.2321121
287,575.5769230769231,35897349.6431336,-145641272.6139078,35530319.60338409,-145739705.07766584,35905965.00704795,-145676226.51933515
288,577.5824175824175,38405863.50863198,-144999964.30398297,38071080.212108634,-145179742.34593737,38415080.91587405,-145034764.29541594
289,579.5879120879121,40902934.27342395,-144315452.97654012,40618149.94185309,-144567043.68481794,40912750.97764957,-144350088.68525448
290,581.5934065934066,43387817.93048513,-143587942.58304238,43168133.540082514,-143898005.10675886,43398231.00678845,-143622403.6892623
291,583.5989010989011,45859774.10396288,-142817649.88660714,45716838.64094956,-143169742.8479301,45870780.44974784,-142851926.12257993
292,585.6043956043956,48318066.26977351,-142004804.3974209,48259459.03114047,-142380257.7122016,48329662.60567825,-142038885.55047628
293,587.6098901098901,50761961.975050464,-141149648.30435652,50790790.668696456,-141528553.1821592,50774144.845924474,-141183524.21994957
294,589.6153846153846,53190733.05638033,-140252436.4028122,53305469.01176833,-140614701.03059307,53203498.832313865,-140286096.9875489
295,591.6208791208791,55603655.856759965,-139313436.01879543,55798215.08421313,-139639850.94953975,55617000.73416558,-139346871.24343994
296,593.6263736263736,58000011.44121276,-138332926.92927158,58264077.24159909,-138606183.68228295,58013931.44395864,-138366126.8317346
297,595.6318681318681,60379085.81099504,-137311201.278805,60698655.829097055,-137516810.13933945,60393576.79158968,-137344155.96711192
298,597.6373626373627,62740170.11633478,-136248563.4925131,63098298.82984791,-136375621.84350756,62755227.757162705,-136281263.1477513
299,599.6428571428571,65082560.867633566,-135145330.18536294,65460258.140565746,-135187100.62969378,65098180.68224179,-135177765.06460744
300,601.6483516483516,67405560.14507413,-134001830.06783448,67782798.19884695,-133956097.68559062,67421737.47950894,-134033990.50705077
301,603.6538461538462,69708475.8065652,-132818403.84798151,70065251.21315901,-132687593.6448251,69725205.84075877,-132850280.26490504
302,605.6593406593406,71990621.69396785,-131595404.12991636,72308016.077854,-131386452.44871342,72007899.44317439,-131626987.02690753
303,607.6648351648352,74251317.83753708,-130333195.30875106,74512501.0416081,-130057182.02299982,74269138.15381809,-130364475.27562517
304,609.6703296703297,76489890.65852033,-129032153.46202514,76681013.18013375,-128703714.45439643,76508248.23227838,-129063121.17885602
305,611.6758241758241,78705673.16985102,-127692666.23765278,78816600.54466583,-127329217.31755988,78724562.53141178,-127723312.47754982
306,613.6813186813187,80898005.17487977,-126315132.73842181,80922855.36704269,-125935946.15117292,80917420.69612174,-126345448.37027904
307,615.6868131868132,83066233.46407995,-124899963.40308096,83003688.76710503,-124525145.89964719,83086169.36011133,-124929939.39429769
308,617.6923076923077,85209712.00967334,-123447579.88404849,85063088.91915649,-123097006.54032812,85230162.34055567,-123477207.30322066
309,619.6978021978022,87327802.15811555,-121958414.92177992,87104875.51121289,-121650675.24266666,87348760.83063349,-121987684.94136114
310,621.7032967032967,89419872.82038373,-120432912.21583243,89132463.52723508,-120184324.40798219,89441333.58986062,-120461816.11476423
311,623.7087912087912,91485300.66001092,-118871526.29266357,91148648.8880654,-118695271.97513932,91507257.13216932,-118900055.45897381
312,625.7142857142857,93523470.2788099,-117274722.37020457,93155427.32758635,-117180147.60583979,93545915.91167681,-117302868.30357341
313,627.7197802197802,95533774.40023333,-115642976.21924697,95153856.11817095,-115635095.93024406,95556702.50608937,-115670730.5335396
314,629.7252747252747,97515614.05031157,-113976774.02168688,97143965.98723647,-114056006.06831275,97539017.79768364,-114004128.44745208
315,631.7307692307692,99468398.7361192,-112276612.22566524,99124727.90516011,-112438755.24878956,99492271.15181586,-112303558.6125994
316,633.7362637362637,101391546.62171304,-110542997.39765061,101094076.5150675,-110779453.60004821,101415880.59290226,-110569527.71702605
317,635.7417582417582,103284484.70149152,-108776446.0715065,103048988.97138461,-109074677.12472098,103309272.97781987,-108802552.41856366
318,637.7472527472528,105146648.97092235,-106977484.5945895,104985615.01579921,-107321676.496437,105171884.16667537,-107003159.1908922
319,639.7527472527472,106977484.59458937,-105146648.9709225,106899451.40222655,-105518550.59889644,107003159.19089207,-105171884.16667552
320,641.7582417582418,108776446.07150637,-103284484.70149167,108785551.4305786,-103664375.59692898,108802552.41856353,-103309272.97782002
321,643.7637362637363,110542997.39765048,-101391546.62171319,110638758.48731567,-101759282.68699117,110569527.71702592,-101415880.5929024
322,645.7692307692307,112276612.22566503,-99468398.73611943,112453951.21762604,-99804480.39573544,112303558.61259918,-99492271.15181611
323,647.7747252747253,113976774.02168676,-97515614.05031171,114226287.33715484,-97802220.23552781,114004128.44745196,-97539017.79768379
324,649.7802197802198,115642976.21924694,-95533774.40023337,115951433.16318487,-95755707.52920802,115670730.53353956,-95556702.50608943
325,651.7857142857143,117274722.37020445,-93523470.27881005,117625766.70226605,-93668962.12369291,117302868.3035733,-93545915.91167697
326,653.7912087912088,118871526.29266351,-91485300.66001096,119246543.53332357,-91546636.36908585,118900055.45897375,-91507257.13216938
327,655.7967032967033,120432912.21583231,-89419872.82038388,120812016.69792482,-89393800.00585681,120461816.11476411,-89441333.58986077
328,657.8021978021978,121958414.92177989,-87327802.1581156,122321504.2480424,-87215703.35725568,121987684.94136111,-87348760.83063355
329,659.8076923076923,123447579.88404837,-85209712.0096735,123775400.87699799,-85017531.37438075,123477207.30322054,-85230162.34055585
330,661.8131868131868,124899963.40308093,-83066233.46408,125175133.02415562,-82804161.56623971,124929939.39429766,-83086169.3601114
331,663.8186813186813,126315132.73842171,-80898005.17487994,126523059.84112045,-80579938.64101744,126345448.37027892,-80917420.69612192
332,665.8241758241758,127692666.23765261,-78705673.1698513,127822325.27778503,-78348477.798504,127723312.47754966,-78724562.53141207
333,667.8296703296703,129032153.46202503,-76489890.65852052,129076669.13830471,-76112507.0942714,129063121.17885591,-76508248.23227857
334,669.8351648351648,130333195.30875096,-74251317.83753724,130290207.1325758,-73873757.22424564,130364475.27562505,-74269138.15381826
335,671.8406593406594,131595404.12991627,-71990621.69396803,131467191.59265576,-71632904.56369716,131626987.02690744,-72007899.44317459
